#separator:tab
#html:true
#columns:Front	Back	Tags	Deck
来	く.る、きた.る / ライ<br><ruby>来ます<rt>きます</rt></ruby> to come<br><ruby>来年<rt>らいねん</rt></ruby> next year<br><ruby>来月<rt>らいげつ</rt></ruby> next month<br><ruby>未来<rt>みらい</rt></ruby> future	kanji-n5	Japanese::Kanji::N5::Tier1
話	はな.す、はなし / ワ<br><ruby>電話<rt>でんわ</rt></ruby> telephone<br><ruby>話します<rt>はなします</rt></ruby> to speak<br><ruby>会話<rt>かいわ</rt></ruby> conversation<br><ruby>昔話<rt>むかしばなし</rt></ruby> old tale	kanji-n5	Japanese::Kanji::N5::Tier1
山	やま / サン<br><ruby>山<rt>やま</rt></ruby> mountain<br><ruby>富士山<rt>ふじさん</rt></ruby> Mt. Fuji<br><ruby>登山<rt>とざん</rt></ruby> mountain climbing<br><ruby>火山<rt>かざん</rt></ruby> volcano	kanji-n5	Japanese::Kanji::N5::Tier1
高	たか.い / コウ<br><ruby>高い<rt>たかい</rt></ruby> high/expensive<br><ruby>高校<rt>こうこう</rt></ruby> high school<br><ruby>高校生<rt>こうこうせい</rt></ruby> high school student<br><ruby>背が高い<rt>せがたかい</rt></ruby> tall	kanji-n5	Japanese::Kanji::N5::Tier1
今	いま / コン、キン<br><ruby>今日<rt>きょう</rt></ruby> today<br><ruby>今<rt>いま</rt></ruby> now<br><ruby>今年<rt>ことし</rt></ruby> this year<br><ruby>今週<rt>こんしゅう</rt></ruby> this week	kanji-n5	Japanese::Kanji::N5::Tier1
書	か.く / ショ<br><ruby>辞書<rt>じしょ</rt></ruby> dictionary<br><ruby>書きます<rt>かきます</rt></ruby> to write<br><ruby>図書館<rt>としょかん</rt></ruby> library<br><ruby>教科書<rt>きょうかしょ</rt></ruby> textbook	kanji-n5	Japanese::Kanji::N5::Tier1
五	いつ.つ / ゴ<br><ruby>五人<rt>ごにん</rt></ruby> five people<br><ruby>五<rt>ご</rt></ruby> five<br><ruby>五月<rt>ごがつ</rt></ruby> May<br><ruby>五時<rt>ごじ</rt></ruby> five o'clock	kanji-n5	Japanese::Kanji::N5::Tier1
名	な / メイ、ミョウ<br><ruby>有名<rt>ゆうめい</rt></ruby> famous<br><ruby>名前<rt>なまえ</rt></ruby> name<br><ruby>名字<rt>みょうじ</rt></ruby> surname<br><ruby>名刺<rt>めいし</rt></ruby> business card	kanji-n5	Japanese::Kanji::N5::Tier1
金	かね / キン、コン<br><ruby>お金<rt>おかね</rt></ruby> money<br><ruby>金曜日<rt>きんようび</rt></ruby> Friday<br><ruby>金<rt>きん</rt></ruby> gold<br><ruby>料金<rt>りょうきん</rt></ruby> fee/charge	kanji-n5	Japanese::Kanji::N5::Tier1
男	おとこ / ダン、ナン<br><ruby>男の人<rt>おとこのひと</rt></ruby> man<br><ruby>男の子<rt>おとこのこ</rt></ruby> boy<br><ruby>男性<rt>だんせい</rt></ruby> male/man<br><ruby>長男<rt>ちょうなん</rt></ruby> eldest son	kanji-n5	Japanese::Kanji::N5::Tier2
外	そと、ほか、はず.す / ガイ、ゲ<br><ruby>外国<rt>がいこく</rt></ruby> foreign country<br><ruby>外<rt>そと</rt></ruby> outside<br><ruby>外国人<rt>がいこくじん</rt></ruby> foreigner<br><ruby>外食<rt>がいしょく</rt></ruby> eating out	kanji-n5	Japanese::Kanji::N5::Tier2
四	よ、よ.つ、よん / シ<br><ruby>四人<rt>よにん</rt></ruby> four people<br><ruby>四<rt>し／よん</rt></ruby> four<br><ruby>四月<rt>しがつ</rt></ruby> April<br><ruby>四時<rt>よじ</rt></ruby> four o'clock	kanji-n5	Japanese::Kanji::N5::Tier2
先	さき / セン<br><ruby>先生<rt>せんせい</rt></ruby> teacher<br><ruby>先週<rt>せんしゅう</rt></ruby> last week<br><ruby>先月<rt>せんげつ</rt></ruby> last month<br><ruby>先に<rt>さきに</rt></ruby> ahead/first	kanji-n5	Japanese::Kanji::N5::Tier2
川	かわ / セン<br><ruby>川<rt>かわ</rt></ruby> river<br><ruby>小川<rt>おがわ</rt></ruby> stream	kanji-n5	Japanese::Kanji::N5::Tier2
東	ひがし / トウ<br><ruby>東京<rt>とうきょう</rt></ruby> Tokyo<br><ruby>東<rt>ひがし</rt></ruby> east<br><ruby>東口<rt>ひがしぐち</rt></ruby> east exit	kanji-n5	Japanese::Kanji::N5::Tier2
聞	き.く / ブン、モン<br><ruby>聞きます<rt>ききます</rt></ruby> to listen/ask<br><ruby>新聞<rt>しんぶん</rt></ruby> newspaper<br><ruby>聞こえます<rt>きこえます</rt></ruby> to be audible	kanji-n5	Japanese::Kanji::N5::Tier2
語	かた.る / ゴ<br><ruby>日本語<rt>にほんご</rt></ruby> Japanese language<br><ruby>英語<rt>えいご</rt></ruby> English language<br><ruby>単語<rt>たんご</rt></ruby> vocabulary word<br><ruby>語学<rt>ごがく</rt></ruby> language study	kanji-n5	Japanese::Kanji::N5::Tier2
九	ここの.つ / キュウ、ク<br><ruby>九時<rt>くじ</rt></ruby> nine o'clock<br><ruby>九<rt>きゅう／く</rt></ruby> nine<br><ruby>九月<rt>くがつ</rt></ruby> September<br><ruby>九人<rt>きゅうにん</rt></ruby> nine people	kanji-n5	Japanese::Kanji::N5::Tier2
食	た.べる / ショク<br><ruby>食べます<rt>たべます</rt></ruby> to eat<br><ruby>食事<rt>しょくじ</rt></ruby> meal<br><ruby>食堂<rt>しょくどう</rt></ruby> dining hall/cafeteria<br><ruby>朝食<rt>ちょうしょく</rt></ruby> breakfast	kanji-n5	Japanese::Kanji::N5::Tier2
八	や.つ / ハチ<br><ruby>八時<rt>はちじ</rt></ruby> eight o'clock<br><ruby>八<rt>はち</rt></ruby> eight<br><ruby>八月<rt>はちがつ</rt></ruby> August<br><ruby>八人<rt>はちにん</rt></ruby> eight people	kanji-n5	Japanese::Kanji::N5::Tier2
水	みず / スイ<br><ruby>水<rt>みず</rt></ruby> water<br><ruby>水曜日<rt>すいようび</rt></ruby> Wednesday<br><ruby>水泳<rt>すいえい</rt></ruby> swimming	kanji-n5	Japanese::Kanji::N5::Tier2
天	あめ、あま- / テン<br><ruby>天気<rt>てんき</rt></ruby> weather<br><ruby>天ぷら<rt>てんぷら</rt></ruby> tempura<br><ruby>天国<rt>てんごく</rt></ruby> heaven	kanji-n5	Japanese::Kanji::N5::Tier2
木	き / ボク、モク<br><ruby>木<rt>き</rt></ruby> tree<br><ruby>木曜日<rt>もくようび</rt></ruby> Thursday	kanji-n5	Japanese::Kanji::N5::Tier2
六	む.つ / ロク<br><ruby>六時<rt>ろくじ</rt></ruby> six o'clock<br><ruby>六<rt>ろく</rt></ruby> six<br><ruby>六月<rt>ろくがつ</rt></ruby> June<br><ruby>六人<rt>ろくにん</rt></ruby> six people	kanji-n5	Japanese::Kanji::N5::Tier2
万	よろず / マン、バン<br><ruby>一万円<rt>いちまんえん</rt></ruby> ten thousand yen<br><ruby>万<rt>まん</rt></ruby> ten thousand<br><ruby>万年筆<rt>まんねんひつ</rt></ruby> fountain pen<br><ruby>百万<rt>ひゃくまん</rt></ruby> one million	kanji-n5	Japanese::Kanji::N5::Tier2
白	しろ、しろ.い / ハク、ビャク<br><ruby>白い<rt>しろい</rt></ruby> white<br><ruby>白<rt>しろ</rt></ruby> white (color)<br><ruby>面白い<rt>おもしろい</rt></ruby> interesting	kanji-n5	Japanese::Kanji::N5::Tier2
七	なな、なな.つ / シチ<br><ruby>七時<rt>しちじ</rt></ruby> seven o'clock<br><ruby>七<rt>しち／なな</rt></ruby> seven<br><ruby>七月<rt>しちがつ</rt></ruby> July<br><ruby>七人<rt>しちにん</rt></ruby> seven people	kanji-n5	Japanese::Kanji::N5::Tier2
円	まる.い / エン<br><ruby>百円<rt>ひゃくえん</rt></ruby> hundred yen<br><ruby>円<rt>えん</rt></ruby> yen<br><ruby>千円<rt>せんえん</rt></ruby> a thousand yen<br><ruby>五百円<rt>ごひゃくえん</rt></ruby> 500 yen	kanji-n5	Japanese::Kanji::N5::Tier2
電	デン<br><ruby>電車<rt>でんしゃ</rt></ruby> train<br><ruby>電話<rt>でんわ</rt></ruby> telephone<br><ruby>電気<rt>でんき</rt></ruby> electricity/light<br><ruby>電子レンジ<rt>でんしレンジ</rt></ruby> microwave	kanji-n5	Japanese::Kanji::N5::Tier2
父	ちち / フ<br><ruby>お父さん<rt>おとうさん</rt></ruby> father<br><ruby>父<rt>ちち</rt></ruby> my father<br><ruby>祖父<rt>そふ</rt></ruby> grandfather<br><ruby>父の日<rt>ちちのひ</rt></ruby> Father's Day	kanji-n5	Japanese::Kanji::N5::Tier2
北	きた / ホク<br><ruby>北<rt>きた</rt></ruby> north<br><ruby>北海道<rt>ほっかいどう</rt></ruby> Hokkaido<br><ruby>東北<rt>とうほく</rt></ruby> Tohoku (region)<br><ruby>北口<rt>きたぐち</rt></ruby> north exit	kanji-n5	Japanese::Kanji::N5::Tier2
車	くるま / シャ<br><ruby>車<rt>くるま</rt></ruby> car<br><ruby>電車<rt>でんしゃ</rt></ruby> train<br><ruby>自転車<rt>じてんしゃ</rt></ruby> bicycle<br><ruby>駐車場<rt>ちゅうしゃじょう</rt></ruby> parking lot	kanji-n5	Japanese::Kanji::N5::Tier2
母	はは / ボ<br><ruby>お母さん<rt>おかあさん</rt></ruby> mother<br><ruby>母<rt>はは</rt></ruby> my mother<br><ruby>祖母<rt>そぼ</rt></ruby> grandmother<br><ruby>母の日<rt>ははのひ</rt></ruby> Mother's Day	kanji-n5	Japanese::Kanji::N5::Tier2
半	なか.ば / ハン<br><ruby>半分<rt>はんぶん</rt></ruby> half<br><ruby>一時半<rt>いちじはん</rt></ruby> half past one<br><ruby>半年<rt>はんとし</rt></ruby> half a year<br><ruby>前半<rt>ぜんはん</rt></ruby> first half	kanji-n5	Japanese::Kanji::N5::Tier2
百	ヒャク<br><ruby>百<rt>ひゃく</rt></ruby> hundred<br><ruby>百円<rt>ひゃくえん</rt></ruby> hundred yen<br><ruby>三百<rt>さんびゃく</rt></ruby> three hundred<br><ruby>百貨店<rt>ひゃっかてん</rt></ruby> department store	kanji-n5	Japanese::Kanji::N5::Tier2
土	つち / ド、ト<br><ruby>土曜日<rt>どようび</rt></ruby> Saturday<br><ruby>土<rt>つち</rt></ruby> soil/earth<br><ruby>土地<rt>とち</rt></ruby> land<br><ruby>土産<rt>みやげ</rt></ruby> souvenir	kanji-n5	Japanese::Kanji::N5::Tier2
西	にし / セイ、サイ<br><ruby>西<rt>にし</rt></ruby> west<br><ruby>西口<rt>にしぐち</rt></ruby> west exit<br><ruby>関西<rt>かんさい</rt></ruby> Kansai (region)<br><ruby>西洋<rt>せいよう</rt></ruby> the West/Occident	kanji-n5	Japanese::Kanji::N5::Tier2
読	よ.む / ドク、トウ<br><ruby>読みます<rt>よみます</rt></ruby> to read<br><ruby>読書<rt>どくしょ</rt></ruby> reading<br><ruby>読み方<rt>よみかた</rt></ruby> how to read	kanji-n5	Japanese::Kanji::N5::Tier2
千	ち / セン<br><ruby>千円<rt>せんえん</rt></ruby> a thousand yen<br><ruby>千<rt>せん</rt></ruby> thousand<br><ruby>三千<rt>さんぜん</rt></ruby> three thousand	kanji-n5	Japanese::Kanji::N5::Tier2
校	コウ<br><ruby>学校<rt>がっこう</rt></ruby> school<br><ruby>高校<rt>こうこう</rt></ruby> high school<br><ruby>校長<rt>こうちょう</rt></ruby> principal<br><ruby>転校<rt>てんこう</rt></ruby> transferring school	kanji-n5	Japanese::Kanji::N5::Tier2
右	みぎ / ウ、ユウ<br><ruby>右<rt>みぎ</rt></ruby> right<br><ruby>右手<rt>みぎて</rt></ruby> right hand<br><ruby>右側<rt>みぎがわ</rt></ruby> right side<br><ruby>右折<rt>うせつ</rt></ruby> turning right	kanji-n5	Japanese::Kanji::N5::Tier2
南	みなみ / ナン<br><ruby>南<rt>みなみ</rt></ruby> south<br><ruby>南口<rt>みなみぐち</rt></ruby> south exit<br><ruby>南米<rt>なんべい</rt></ruby> South America	kanji-n5	Japanese::Kanji::N5::Tier2
左	ひだり / サ<br><ruby>左<rt>ひだり</rt></ruby> left<br><ruby>左手<rt>ひだりて</rt></ruby> left hand<br><ruby>左側<rt>ひだりがわ</rt></ruby> left side<br><ruby>左折<rt>させつ</rt></ruby> turning left	kanji-n5	Japanese::Kanji::N5::Tier2
友	とも / ユウ<br><ruby>友達<rt>ともだち</rt></ruby> friend<br><ruby>親友<rt>しんゆう</rt></ruby> close friend<br><ruby>友人<rt>ゆうじん</rt></ruby> friend (formal)	kanji-n5	Japanese::Kanji::N5::Tier2
火	ひ / カ<br><ruby>火曜日<rt>かようび</rt></ruby> Tuesday<br><ruby>火<rt>ひ</rt></ruby> fire<br><ruby>花火<rt>はなび</rt></ruby> fireworks<br><ruby>火事<rt>かじ</rt></ruby> fire (disaster)	kanji-n5	Japanese::Kanji::N5::Tier2
毎	マイ<br><ruby>毎日<rt>まいにち</rt></ruby> every day<br><ruby>毎週<rt>まいしゅう</rt></ruby> every week<br><ruby>毎月<rt>まいつき</rt></ruby> every month<br><ruby>毎年<rt>まいとし／まいねん</rt></ruby> every year	kanji-n5	Japanese::Kanji::N5::Tier2
雨	あめ、あま / ウ<br><ruby>雨<rt>あめ</rt></ruby> rain<br><ruby>大雨<rt>おおあめ</rt></ruby> heavy rain<br><ruby>梅雨<rt>つゆ</rt></ruby> rainy season	kanji-n5	Japanese::Kanji::N5::Tier2
休	やす.む / キュウ<br><ruby>休みます<rt>やすみます</rt></ruby> to rest<br><ruby>休み<rt>やすみ</rt></ruby> holiday/rest<br><ruby>夏休み<rt>なつやすみ</rt></ruby> summer vacation<br><ruby>休憩<rt>きゅうけい</rt></ruby> break	kanji-n5	Japanese::Kanji::N5::Tier2
午	ゴ<br><ruby>午前<rt>ごぜん</rt></ruby> morning/AM<br><ruby>午後<rt>ごご</rt></ruby> afternoon/PM<br><ruby>正午<rt>しょうご</rt></ruby> noon	kanji-n5	Japanese::Kanji::N5::Tier2
言	い.う、こと / ゲン、ゴン<br><ruby>言います<rt>いいます</rt></ruby> to say<br><ruby>言葉<rt>ことば</rt></ruby> word/language<br><ruby>言語<rt>げんご</rt></ruby> language<br><ruby>方言<rt>ほうげん</rt></ruby> dialect	kanji-n4	Japanese::Kanji::N4::Tier1
手	て / シュ<br><ruby>手<rt>て</rt></ruby> hand<br><ruby>手紙<rt>てがみ</rt></ruby> letter<br><ruby>上手<rt>じょうず</rt></ruby> good at<br><ruby>苦手<rt>にがて</rt></ruby> weak at/dislike	kanji-n4	Japanese::Kanji::N4::Tier1
自	みずか.ら / ジ、シ<br><ruby>自分<rt>じぶん</rt></ruby> oneself<br><ruby>自転車<rt>じてんしゃ</rt></ruby> bicycle<br><ruby>自由<rt>じゆう</rt></ruby> freedom<br><ruby>自動車<rt>じどうしゃ</rt></ruby> automobile	kanji-n4	Japanese::Kanji::N4::Tier1
者	もの / シャ<br><ruby>医者<rt>いしゃ</rt></ruby> doctor<br><ruby>若者<rt>わかもの</rt></ruby> young person<br><ruby>学者<rt>がくしゃ</rt></ruby> scholar<br><ruby>記者<rt>きしゃ</rt></ruby> journalist	kanji-n4	Japanese::Kanji::N4::Tier1
事	こと / ジ、ズ<br><ruby>仕事<rt>しごと</rt></ruby> job/work<br><ruby>大事<rt>だいじ</rt></ruby> important<br><ruby>食事<rt>しょくじ</rt></ruby> meal<br><ruby>事故<rt>じこ</rt></ruby> accident	kanji-n4	Japanese::Kanji::N4::Tier1
思	おも.う / シ<br><ruby>思います<rt>おもいます</rt></ruby> to think<br><ruby>思い出<rt>おもいで</rt></ruby> memory<br><ruby>思い出す<rt>おもいだす</rt></ruby> to remember<br><ruby>不思議<rt>ふしぎ</rt></ruby> mysterious	kanji-n4	Japanese::Kanji::N4::Tier1
会	あ.う / カイ、エ<br><ruby>会います<rt>あいます</rt></ruby> to meet<br><ruby>会社<rt>かいしゃ</rt></ruby> company<br><ruby>会話<rt>かいわ</rt></ruby> conversation<br><ruby>社会<rt>しゃかい</rt></ruby> society	kanji-n4	Japanese::Kanji::N4::Tier1
家	いえ、や / カ、ケ<br><ruby>家<rt>いえ</rt></ruby> house<br><ruby>家族<rt>かぞく</rt></ruby> family<br><ruby>作家<rt>さっか</rt></ruby> author<br><ruby>大家<rt>おおや</rt></ruby> landlord	kanji-n4	Japanese::Kanji::N4::Tier1
的	まと / テキ<br><ruby>目的<rt>もくてき</rt></ruby> purpose/goal<br><ruby>的<rt>まと</rt></ruby> target<br><ruby>一般的<rt>いっぱんてき</rt></ruby> general<br><ruby>個人的<rt>こじんてき</rt></ruby> personal	kanji-n4	Japanese::Kanji::N4::Tier1
方	かた / ホウ<br><ruby>方<rt>かた</rt></ruby> person (polite)<br><ruby>方法<rt>ほうほう</rt></ruby> method<br><ruby>両方<rt>りょうほう</rt></ruby> both<br><ruby>やり方<rt>やりかた</rt></ruby> way of doing	kanji-n4	Japanese::Kanji::N4::Tier1
地	チ、ジ<br><ruby>地図<rt>ちず</rt></ruby> map<br><ruby>地震<rt>じしん</rt></ruby> earthquake<br><ruby>地下<rt>ちか</rt></ruby> basement<br><ruby>地方<rt>ちほう</rt></ruby> region	kanji-n4	Japanese::Kanji::N4::Tier1
目	め / モク、ボク<br><ruby>目<rt>め</rt></ruby> eye<br><ruby>真面目<rt>まじめ</rt></ruby> serious<br><ruby>目的<rt>もくてき</rt></ruby> purpose<br><ruby>一番目<rt>いちばんめ</rt></ruby> the first (ordinal)	kanji-n4	Japanese::Kanji::N4::Tier1
場	ば / ジョウ<br><ruby>場所<rt>ばしょ</rt></ruby> place<br><ruby>会場<rt>かいじょう</rt></ruby> venue<br><ruby>工場<rt>こうじょう</rt></ruby> factory<br><ruby>市場<rt>いちば</rt></ruby> market	kanji-n4	Japanese::Kanji::N4::Tier1
代	か.わる、よ / ダイ、タイ<br><ruby>時代<rt>じだい</rt></ruby> era<br><ruby>代わりに<rt>かわりに</rt></ruby> instead of<br><ruby>二十代<rt>にじゅうだい</rt></ruby> one's twenties<br><ruby>世代<rt>せだい</rt></ruby> generation	kanji-n4	Japanese::Kanji::N4::Tier1
私	わたし、わたくし / シ<br><ruby>私<rt>わたし</rt></ruby> I<br><ruby>私たち<rt>わたしたち</rt></ruby> we<br><ruby>私立<rt>しりつ</rt></ruby> private (institution)	kanji-n4	Japanese::Kanji::N4::Tier1
立	た.つ / リツ、リュウ<br><ruby>立ちます<rt>たちます</rt></ruby> to stand<br><ruby>私立<rt>しりつ</rt></ruby> private<br><ruby>国立<rt>こくりつ</rt></ruby> national (institution)<br><ruby>立派<rt>りっぱ</rt></ruby> splendid	kanji-n4	Japanese::Kanji::N4::Tier1
物	もの / ブツ、モツ<br><ruby>食べ物<rt>たべもの</rt></ruby> food<br><ruby>飲み物<rt>のみもの</rt></ruby> drink<br><ruby>買い物<rt>かいもの</rt></ruby> shopping<br><ruby>動物<rt>どうぶつ</rt></ruby> animal	kanji-n4	Japanese::Kanji::N4::Tier1
田	た / デン<br><ruby>田んぼ<rt>たんぼ</rt></ruby> rice paddy<br><ruby>田舎<rt>いなか</rt></ruby> countryside	kanji-n4	Japanese::Kanji::N4::Tier1
体	からだ / タイ、テイ<br><ruby>体<rt>からだ</rt></ruby> body<br><ruby>体調<rt>たいちょう</rt></ruby> physical condition<br><ruby>体育<rt>たいいく</rt></ruby> physical education<br><ruby>全体<rt>ぜんたい</rt></ruby> the whole	kanji-n4	Japanese::Kanji::N4::Tier1
動	うご.く / ドウ<br><ruby>動きます<rt>うごきます</rt></ruby> to move<br><ruby>動物<rt>どうぶつ</rt></ruby> animal<br><ruby>運動<rt>うんどう</rt></ruby> exercise<br><ruby>自動車<rt>じどうしゃ</rt></ruby> automobile	kanji-n4	Japanese::Kanji::N4::Tier1
社	やしろ / シャ<br><ruby>会社<rt>かいしゃ</rt></ruby> company<br><ruby>社長<rt>しゃちょう</rt></ruby> company president<br><ruby>神社<rt>じんじゃ</rt></ruby> shrine<br><ruby>社会<rt>しゃかい</rt></ruby> society	kanji-n4	Japanese::Kanji::N4::Tier1
知	し.る / チ<br><ruby>知ります<rt>しります</rt></ruby> to know<br><ruby>知り合い<rt>しりあい</rt></ruby> acquaintance<br><ruby>知識<rt>ちしき</rt></ruby> knowledge<br><ruby>知らせる<rt>しらせる</rt></ruby> to inform	kanji-n4	Japanese::Kanji::N4::Tier1
理	リ<br><ruby>料理<rt>りょうり</rt></ruby> cooking<br><ruby>理由<rt>りゆう</rt></ruby> reason<br><ruby>無理<rt>むり</rt></ruby> impossible<br><ruby>理解<rt>りかい</rt></ruby> understanding	kanji-n4	Japanese::Kanji::N4::Tier1
同	おな.じ / ドウ<br><ruby>同じ<rt>おなじ</rt></ruby> same<br><ruby>同時に<rt>どうじに</rt></ruby> at the same time<br><ruby>同僚<rt>どうりょう</rt></ruby> coworker	kanji-n4	Japanese::Kanji::N4::Tier1
心	こころ / シン<br><ruby>心配<rt>しんぱい</rt></ruby> worry<br><ruby>心<rt>こころ</rt></ruby> heart/mind<br><ruby>安心<rt>あんしん</rt></ruby> relief<br><ruby>熱心<rt>ねっしん</rt></ruby> enthusiastic	kanji-n4	Japanese::Kanji::N4::Tier1
発	ハツ、ホツ<br><ruby>出発<rt>しゅっぱつ</rt></ruby> departure<br><ruby>発表<rt>はっぴょう</rt></ruby> presentation<br><ruby>発音<rt>はつおん</rt></ruby> pronunciation	kanji-n4	Japanese::Kanji::N4::Tier1
作	つく.る / サク、サ<br><ruby>作ります<rt>つくります</rt></ruby> to make<br><ruby>作文<rt>さくぶん</rt></ruby> composition<br><ruby>作家<rt>さっか</rt></ruby> author	kanji-n4	Japanese::Kanji::N4::Tier1
新	あたら.しい / シン<br><ruby>新しい<rt>あたらしい</rt></ruby> new<br><ruby>新聞<rt>しんぶん</rt></ruby> newspaper<br><ruby>新幹線<rt>しんかんせん</rt></ruby> bullet train<br><ruby>最新<rt>さいしん</rt></ruby> newest	kanji-n4	Japanese::Kanji::N4::Tier1
世	よ / セイ、セ<br><ruby>世界<rt>せかい</rt></ruby> world<br><ruby>世話<rt>せわ</rt></ruby> care/looking after<br><ruby>世紀<rt>せいき</rt></ruby> century	kanji-n4	Japanese::Kanji::N4::Tier1
度	たび / ド、ト<br><ruby>今度<rt>こんど</rt></ruby> this time/next time<br><ruby>一度<rt>いちど</rt></ruby> once<br><ruby>度<rt>ど</rt></ruby> degree<br><ruby>何度も<rt>なんども</rt></ruby> many times	kanji-n4	Japanese::Kanji::N4::Tier1
明	あか.るい / メイ、ミョウ<br><ruby>明るい<rt>あかるい</rt></ruby> bright<br><ruby>説明<rt>せつめい</rt></ruby> explanation<br><ruby>明日<rt>あした</rt></ruby> tomorrow	kanji-n4	Japanese::Kanji::N4::Tier1
力	ちから / リョク、リキ<br><ruby>力<rt>ちから</rt></ruby> power/strength<br><ruby>力持ち<rt>ちからもち</rt></ruby> strong person<br><ruby>努力<rt>どりょく</rt></ruby> effort	kanji-n4	Japanese::Kanji::N4::Tier1
意	イ<br><ruby>意味<rt>いみ</rt></ruby> meaning<br><ruby>用意<rt>ようい</rt></ruby> preparation<br><ruby>注意<rt>ちゅうい</rt></ruby> caution<br><ruby>意見<rt>いけん</rt></ruby> opinion	kanji-n4	Japanese::Kanji::N4::Tier1
用	もち.いる / ヨウ<br><ruby>用意<rt>ようい</rt></ruby> preparation<br><ruby>用事<rt>ようじ</rt></ruby> errand<br><ruby>使用<rt>しよう</rt></ruby> usage	kanji-n4	Japanese::Kanji::N4::Tier1
主	ぬし、おも / シュ<br><ruby>主人<rt>しゅじん</rt></ruby> husband/master<br><ruby>主に<rt>おもに</rt></ruby> mainly<br><ruby>主語<rt>しゅご</rt></ruby> subject (grammar)	kanji-n4	Japanese::Kanji::N4::Tier1
通	とお.る、かよ.う / ツウ、ツ<br><ruby>通ります<rt>とおります</rt></ruby> to pass through<br><ruby>交通<rt>こうつう</rt></ruby> traffic<br><ruby>普通<rt>ふつう</rt></ruby> normal/usual<br><ruby>通勤<rt>つうきん</rt></ruby> commuting	kanji-n4	Japanese::Kanji::N4::Tier1
文	ふみ / ブン、モン<br><ruby>文<rt>ぶん</rt></ruby> sentence<br><ruby>文化<rt>ぶんか</rt></ruby> culture<br><ruby>文章<rt>ぶんしょう</rt></ruby> text/writing<br><ruby>作文<rt>さくぶん</rt></ruby> composition	kanji-n4	Japanese::Kanji::N4::Tier1
屋	や / オク<br><ruby>部屋<rt>へや</rt></ruby> room<br><ruby>本屋<rt>ほんや</rt></ruby> bookstore<br><ruby>パン屋<rt>ぱんや</rt></ruby> bakery<br><ruby>屋上<rt>おくじょう</rt></ruby> rooftop	kanji-n4	Japanese::Kanji::N4::Tier1
業	わざ / ギョウ、ゴウ<br><ruby>授業<rt>じゅぎょう</rt></ruby> class/lesson<br><ruby>卒業<rt>そつぎょう</rt></ruby> graduation<br><ruby>工業<rt>こうぎょう</rt></ruby> industry	kanji-n4	Japanese::Kanji::N4::Tier1
持	も.つ / ジ<br><ruby>持ちます<rt>もちます</rt></ruby> to hold<br><ruby>気持ち<rt>きもち</rt></ruby> feeling<br><ruby>金持ち<rt>かねもち</rt></ruby> rich person<br><ruby>持って行く<rt>もっていく</rt></ruby> to take (something) along	kanji-n4	Japanese::Kanji::N4::Tier1
道	みち / ドウ、トウ<br><ruby>道<rt>みち</rt></ruby> road<br><ruby>北海道<rt>ほっかいどう</rt></ruby> Hokkaido<br><ruby>柔道<rt>じゅうどう</rt></ruby> judo<br><ruby>道具<rt>どうぐ</rt></ruby> tool	kanji-n4	Japanese::Kanji::N4::Tier1
身	み / シン<br><ruby>身長<rt>しんちょう</rt></ruby> height<br><ruby>自身<rt>じしん</rt></ruby> oneself<br><ruby>出身<rt>しゅっしん</rt></ruby> hometown/origin	kanji-n4	Japanese::Kanji::N4::Tier1
不	フ、ブ<br><ruby>不便<rt>ふべん</rt></ruby> inconvenient<br><ruby>不安<rt>ふあん</rt></ruby> anxiety<br><ruby>不満<rt>ふまん</rt></ruby> dissatisfaction<br><ruby>不思議<rt>ふしぎ</rt></ruby> mysterious	kanji-n4	Japanese::Kanji::N4::Tier1
口	くち / コウ、ク<br><ruby>口<rt>くち</rt></ruby> mouth<br><ruby>入り口<rt>いりぐち</rt></ruby> entrance<br><ruby>出口<rt>でぐち</rt></ruby> exit<br><ruby>人口<rt>じんこう</rt></ruby> population	kanji-n4	Japanese::Kanji::N4::Tier2
多	おお.い / タ<br><ruby>多い<rt>おおい</rt></ruby> a lot/many<br><ruby>多分<rt>たぶん</rt></ruby> probably<br><ruby>多く<rt>おおく</rt></ruby> many/much	kanji-n4	Japanese::Kanji::N4::Tier2
野	の / ヤ<br><ruby>野菜<rt>やさい</rt></ruby> vegetable<br><ruby>野球<rt>やきゅう</rt></ruby> baseball<br><ruby>分野<rt>ぶんや</rt></ruby> field (of study)	kanji-n4	Japanese::Kanji::N4::Tier2
考	かんが.える / コウ<br><ruby>考えます<rt>かんがえます</rt></ruby> to think<br><ruby>考え方<rt>かんがえかた</rt></ruby> way of thinking<br><ruby>参考<rt>さんこう</rt></ruby> reference	kanji-n4	Japanese::Kanji::N4::Tier2
開	あ.く、ひら.く / カイ<br><ruby>開けます<rt>あけます</rt></ruby> to open<br><ruby>開きます<rt>ひらきます</rt></ruby> to open (itself)<br><ruby>開始<rt>かいし</rt></ruby> start/commencement	kanji-n4	Japanese::Kanji::N4::Tier2
教	おし.える、おそ.わる / キョウ<br><ruby>教えます<rt>おしえます</rt></ruby> to teach<br><ruby>教室<rt>きょうしつ</rt></ruby> classroom<br><ruby>教科書<rt>きょうかしょ</rt></ruby> textbook	kanji-n4	Japanese::Kanji::N4::Tier2
